20180902 170000;1.159500;1.159510;1.159500;1.159510;0
20180902 170100;1.159510;1.159510;1.159510;1.159510;0
20180902 170200;1.159500;1.159500;1.159500;1.159500;0
20180902 170500;1.159510;1.159510;1.159510;1.159510;0
20180902 170600;1.159500;1.159500;1.159500;1.159500;0
20180902 170800;1.159500;1.159520;1.159500;1.159520;0
20180902 170900;1.159910;1.159910;1.159500;1.159520;0
20180902 171000;1.159500;1.159520;1.159500;1.159500;0
20180902 171800;1.159270;1.159350;1.159230;1.159350;0
20180902 171900;1.159350;1.159380;1.159350;1.159380;0
20180902 172000;1.159390;1.159500;1.159390;1.159500;0
20180902 172200;1.159400;1.159400;1.159400;1.159400;0
20180902 172800;1.159500;1.159500;1.159410;1.159420;0
20180902 172900;1.159400;1.159460;1.159400;1.159420;0
20180902 173000;1.159400;1.159400;1.159400;1.159400;0
20180902 173100;1.159400;1.159420;1.159400;1.159420;0
20180902 173200;1.159400;1.159400;1.159400;1.159400;0
20180902 173400;1.159470;1.159500;1.159470;1.159500;0
20180902 173800;1.159750;1.159750;1.159500;1.159500;0
20180902 173900;1.159500;1.159500;1.159500;1.159500;0
20180902 174000;1.159500;1.159610;1.159500;1.159580;0
20180902 174100;1.159600;1.159630;1.159560;1.159630;0
20180902 174200;1.159620;1.159630;1.159600;1.159600;0
20180902 174300;1.159580;1.159620;1.159340;1.159340;0
20180902 174400;1.159330;1.159330;1.159330;1.159330;0
20180902 174500;1.159340;1.159340;1.159320;1.159330;0
20180902 174600;1.159340;1.159340;1.159270;1.159280;0
20180902 174700;1.159390;1.159390;1.159390;1.159390;0
20180902 174800;1.159230;1.159290;1.159230;1.159290;0
20180902 174900;1.159300;1.159420;1.159250;1.159420;0
20180902 175000;1.159360;1.159360;1.159360;1.159360;0
20180902 175100;1.159340;1.159370;1.159340;1.159370;0
20180902 175200;1.159250;1.159250;1.159250;1.159250;0
20180902 175300;1.159420;1.159420;1.159420;1.159420;0
20180902 175400;1.159250;1.159250;1.159250;1.159250;0
20180902 175500;1.159370;1.159370;1.159370;1.159370;0
20180902 175600;1.159250;1.159360;1.159250;1.159360;0
20180902 175700;1.159260;1.159260;1.159260;1.159260;0
20180902 175800;1.159360;1.159390;1.159360;1.159370;0
20180902 180000;1.159250;1.159530;1.159250;1.159530;0
20180902 180100;1.159470;1.159610;1.159470;1.159610;0
20180902 180200;1.159460;1.159520;1.159360;1.159470;0
20180902 180300;1.159300;1.159300;1.159300;1.159300;0
20180902 180400;1.159470;1.159470;1.159440;1.159470;0
20180902 180500;1.159480;1.159510;1.159480;1.159500;0
20180902 180600;1.159510;1.159570;1.159480;1.159510;0
20180902 180700;1.159510;1.159610;1.159440;1.159470;0
20180902 180800;1.159450;1.159680;1.159430;1.159490;0
20180902 180900;1.159500;1.159500;1.159450;1.159480;0
20180902 181000;1.159470;1.159740;1.159470;1.159740;0
20180902 181100;1.159650;1.159770;1.159530;1.159750;0
20180902 181200;1.159750;1.159820;1.159700;1.159780;0
20180902 181300;1.159780;1.159830;1.159770;1.159790;0
20180902 181400;1.159800;1.159940;1.159770;1.159780;0
20180902 181500;1.159790;1.159900;1.159780;1.159870;0
20180902 181600;1.159870;1.160130;1.159870;1.160130;0
20180902 181700;1.160040;1.160190;1.160030;1.160190;0
20180902 181800;1.160200;1.160330;1.160160;1.160300;0
20180902 181900;1.160300;1.160300;1.159960;1.159960;0
20180902 182000;1.159950;1.159960;1.159890;1.159910;0
20180902 182100;1.159910;1.159920;1.159540;1.159870;0
20180902 182200;1.159860;1.159960;1.159860;1.159920;0
20180902 182300;1.159920;1.159980;1.159890;1.159980;0
20180902 182400;1.159980;1.159980;1.159960;1.159970;0
20180902 182500;1.159960;1.159970;1.159950;1.159950;0
20180902 182600;1.159960;1.159960;1.159890;1.159910;0
20180902 182700;1.159910;1.159910;1.159890;1.159900;0
20180902 182800;1.159890;1.159920;1.159890;1.159920;0
20180902 182900;1.159910;1.159910;1.159800;1.159810;0
20180902 183000;1.159800;1.159840;1.159750;1.159760;0
20180902 183100;1.159750;1.159910;1.159680;1.159760;0
20180902 183200;1.159780;1.159920;1.159700;1.159870;0
20180902 183300;1.159860;1.159940;1.159840;1.159930;0
20180902 183400;1.159920;1.159960;1.159920;1.159960;0
20180902 183500;1.159950;1.160040;1.159950;1.160030;0
20180902 183600;1.160030;1.160180;1.160010;1.160150;0
20180902 183700;1.160160;1.160160;1.159960;1.159970;0
20180902 183800;1.159960;1.160040;1.159960;1.160020;0
20180902 183900;1.160030;1.160040;1.159990;1.160010;0
20180902 184000;1.160010;1.160020;1.159940;1.159980;0
20180902 184100;1.159940;1.159950;1.159940;1.159940;0
20180902 184200;1.159930;1.159950;1.159930;1.159930;0
20180902 184300;1.159930;1.159940;1.159920;1.159930;0
20180902 184400;1.159930;1.159930;1.159920;1.159930;0
20180902 184500;1.159930;1.159950;1.159900;1.159950;0
20180902 184600;1.159940;1.159970;1.159940;1.159960;0
20180902 184700;1.159960;1.159960;1.159880;1.159890;0
20180902 184800;1.159900;1.159900;1.159810;1.159840;0
20180902 184900;1.159840;1.159860;1.159790;1.159810;0
20180902 185000;1.159800;1.159910;1.159800;1.159910;0
20180902 185100;1.159890;1.159890;1.159820;1.159830;0
20180902 185200;1.159820;1.159820;1.159780;1.159790;0
20180902 185300;1.159780;1.159790;1.159780;1.159780;0
20180902 185400;1.159770;1.159790;1.159620;1.159670;0
20180902 185500;1.159680;1.159690;1.159660;1.159670;0
20180902 185600;1.159660;1.159680;1.159660;1.159680;0
20180902 185700;1.159680;1.159710;1.159680;1.159710;0
20180902 185800;1.159710;1.159730;1.159710;1.159730;0
20180902 185900;1.159720;1.159730;1.159720;1.159730;0
20180902 190000;1.159730;1.159800;1.159730;1.159760;0
20180902 190100;1.159750;1.159810;1.159750;1.159800;0
20180902 190200;1.159800;1.159860;1.159760;1.159860;0
20180902 190300;1.159880;1.159880;1.159810;1.159810;0
20180902 190400;1.159840;1.159840;1.159810;1.159830;0
20180902 190500;1.159860;1.159860;1.159830;1.159830;0
20180902 190600;1.159840;1.159840;1.159770;1.159780;0
20180902 190700;1.159810;1.159810;1.159810;1.159810;0
20180902 190800;1.159800;1.159820;1.159780;1.159820;0
20180902 191000;1.159800;1.159850;1.159800;1.159820;0
20180902 191100;1.159810;1.159820;1.159810;1.159820;0
20180902 191200;1.159810;1.159840;1.159780;1.159830;0
20180902 191300;1.159820;1.159860;1.159770;1.159780;0
20180902 191400;1.159770;1.159770;1.159720;1.159720;0
20180902 191500;1.159730;1.159780;1.159730;1.159780;0
20180902 191600;1.159760;1.159770;1.159700;1.159700;0
20180902 191700;1.159700;1.159720;1.159450;1.159450;0
20180902 191800;1.159440;1.159460;1.159440;1.159440;0
20180902 191900;1.159430;1.159430;1.159390;1.159400;0
20180902 192000;1.159420;1.159460;1.159400;1.159460;0
20180902 192100;1.159450;1.159470;1.159420;1.159450;0
20180902 192200;1.159470;1.159490;1.159450;1.159470;0
20180902 192300;1.159460;1.159470;1.159460;1.159460;0
20180902 192400;1.159470;1.159470;1.159470;1.159470;0
20180902 192500;1.159460;1.159480;1.159460;1.159470;0
20180902 192600;1.159480;1.159500;1.159450;1.159500;0
20180902 192700;1.159510;1.159530;1.159510;1.159520;0
20180902 192800;1.159510;1.159520;1.159510;1.159520;0
20180902 192900;1.159550;1.159630;1.159550;1.159590;0
20180902 193000;1.159600;1.159620;1.159590;1.159590;0
20180902 193100;1.159600;1.159600;1.159520;1.159520;0
20180902 193200;1.159510;1.159510;1.159470;1.159470;0
20180902 193300;1.159470;1.159470;1.159440;1.159460;0
20180902 193400;1.159430;1.159430;1.159250;1.159260;0
20180902 193500;1.159270;1.159320;1.159250;1.159280;0
20180902 193600;1.159270;1.159380;1.159260;1.159380;0
20180902 193700;1.159380;1.159430;1.159380;1.159430;0
20180902 193800;1.159440;1.159440;1.159270;1.159270;0
20180902 193900;1.159260;1.159320;1.159260;1.159320;0
20180902 194000;1.159310;1.159320;1.159290;1.159300;0
20180902 194100;1.159300;1.159320;1.159300;1.159320;0
20180902 194200;1.159320;1.159330;1.159320;1.159330;0
20180902 194300;1.159320;1.159320;1.159320;1.159320;0
20180902 194400;1.159330;1.159430;1.159330;1.159430;0
20180902 194500;1.159430;1.159580;1.159430;1.159580;0
20180902 194600;1.159580;1.159680;1.159580;1.159680;0
20180902 194700;1.159680;1.159740;1.159680;1.159740;0
20180902 194800;1.159740;1.159750;1.159710;1.159710;0
20180902 194900;1.159700;1.159710;1.159570;1.159600;0
20180902 195000;1.159620;1.159670;1.159620;1.159670;0
20180902 195100;1.159660;1.159670;1.159660;1.159670;0
20180902 195200;1.159650;1.159700;1.159650;1.159700;0
20180902 195300;1.159710;1.159840;1.159710;1.159820;0
20180902 195400;1.159820;1.159850;1.159820;1.159840;0
20180902 195500;1.159840;1.159930;1.159840;1.159930;0
20180902 195600;1.159930;1.159930;1.159900;1.159930;0
20180902 195700;1.159930;1.159930;1.159860;1.159890;0
20180902 195800;1.159890;1.159900;1.159860;1.159870;0
20180902 195900;1.159890;1.159890;1.159800;1.159800;0
20180902 200000;1.159790;1.159800;1.159760;1.159790;0
20180902 200100;1.159780;1.159780;1.159680;1.159690;0
20180902 200200;1.159690;1.159690;1.159580;1.159590;0
20180902 200300;1.159580;1.159600;1.159530;1.159600;0
20180902 200400;1.159600;1.159620;1.159600;1.159600;0
20180902 200500;1.159600;1.159720;1.159600;1.159720;0
20180902 200600;1.159730;1.159730;1.159720;1.159730;0
20180902 200700;1.159730;1.159760;1.159700;1.159750;0
20180902 200800;1.159760;1.159830;1.159760;1.159790;0
20180902 200900;1.159800;1.159800;1.159750;1.159780;0
20180902 201000;1.159790;1.159790;1.159750;1.159760;0
20180902 201100;1.159770;1.159840;1.159770;1.159820;0
20180902 201200;1.159830;1.159850;1.159780;1.159780;0
20180902 201300;1.159840;1.159860;1.159800;1.159800;0
20180902 201400;1.159790;1.159880;1.159750;1.159850;0
20180902 201500;1.159840;1.159860;1.159840;1.159840;0
20180902 201600;1.159820;1.159880;1.159820;1.159870;0
20180902 201700;1.159860;1.159930;1.159860;1.159930;0
