20180801 000000;1.167950;1.168170;1.167950;1.168150;0
20180801 000100;1.168160;1.168180;1.168150;1.168180;0
20180801 000200;1.168170;1.168170;1.168100;1.168100;0
20180801 000300;1.168110;1.168120;1.168060;1.168110;0
20180801 000400;1.168100;1.168110;1.168060;1.168070;0
20180801 000500;1.168080;1.168150;1.168080;1.168140;0
20180801 000600;1.168150;1.168210;1.168150;1.168210;0
20180801 000700;1.168200;1.168270;1.168160;1.168270;0
20180801 000800;1.168280;1.168280;1.168220;1.168220;0
20180801 000900;1.168230;1.168270;1.168230;1.168260;0
20180801 001000;1.168280;1.168280;1.168260;1.168260;0
20180801 001100;1.168250;1.168250;1.168180;1.168210;0
20180801 001200;1.168190;1.168200;1.168190;1.168200;0
20180801 001300;1.168210;1.168210;1.168210;1.168210;0
20180801 001400;1.168200;1.168200;1.168190;1.168200;0
20180801 001500;1.168200;1.168200;1.168190;1.168190;0
20180801 001600;1.168190;1.168290;1.168190;1.168260;0
20180801 001700;1.168270;1.168300;1.168270;1.168280;0
20180801 001800;1.168280;1.168280;1.168160;1.168160;0
20180801 001900;1.168170;1.168220;1.168150;1.168170;0
20180801 002000;1.168160;1.168160;1.168100;1.168100;0
20180801 002100;1.168140;1.168140;1.167970;1.168000;0
20180801 002200;1.167990;1.168040;1.167990;1.168010;0
20180801 002300;1.168000;1.168050;1.168000;1.168050;0
20180801 002400;1.168040;1.168050;1.167990;1.168050;0
20180801 002500;1.168040;1.168040;1.168000;1.168000;0
20180801 002600;1.168010;1.168010;1.167950;1.167950;0
20180801 002700;1.167930;1.167950;1.167850;1.167900;0
20180801 002800;1.167920;1.167960;1.167890;1.167890;0
20180801 002900;1.167900;1.167900;1.167900;1.167900;0
20180801 003000;1.167900;1.167900;1.167770;1.167790;0
20180801 003100;1.167800;1.167820;1.167710;1.167750;0
20180801 003200;1.167750;1.167750;1.167700;1.167740;0
20180801 003300;1.167750;1.167790;1.167750;1.167750;0
20180801 003400;1.167740;1.167760;1.167670;1.167760;0
20180801 003500;1.167750;1.167780;1.167710;1.167750;0
20180801 003600;1.167740;1.167740;1.167680;1.167690;0
20180801 003700;1.167700;1.167700;1.167620;1.167700;0
20180801 003800;1.167700;1.167700;1.167600;1.167620;0
20180801 003900;1.167610;1.167720;1.167610;1.167700;0
20180801 004000;1.167690;1.167760;1.167630;1.167640;0
20180801 004100;1.167620;1.167660;1.167620;1.167640;0
20180801 004200;1.167650;1.167730;1.167650;1.167720;0
20180801 004300;1.167710;1.167760;1.167710;1.167760;0
20180801 004400;1.167760;1.167860;1.167760;1.167850;0
20180801 004500;1.167830;1.167830;1.167650;1.167650;0
20180801 004600;1.167650;1.167800;1.167650;1.167800;0
20180801 004700;1.167770;1.167800;1.167750;1.167800;0
20180801 004800;1.167810;1.167840;1.167780;1.167790;0
20180801 004900;1.167800;1.167820;1.167780;1.167780;0
20180801 005000;1.167790;1.167790;1.167600;1.167690;0
20180801 005100;1.167700;1.167790;1.167700;1.167740;0
20180801 005200;1.167750;1.167750;1.167640;1.167690;0
20180801 005300;1.167710;1.167750;1.167700;1.167740;0
20180801 005400;1.167730;1.167730;1.167710;1.167710;0
20180801 005500;1.167700;1.167740;1.167700;1.167740;0
20180801 005600;1.167730;1.167730;1.167600;1.167700;0
20180801 005700;1.167690;1.167700;1.167680;1.167700;0
20180801 005800;1.167690;1.167720;1.167620;1.167700;0
20180801 005900;1.167690;1.167740;1.167650;1.167740;0
20180801 010000;1.167750;1.167770;1.167710;1.167760;0
20180801 010100;1.167750;1.167840;1.167750;1.167810;0
20180801 010200;1.167810;1.167850;1.167770;1.167850;0
20180801 010300;1.167840;1.168020;1.167840;1.168000;0
20180801 010400;1.168010;1.168050;1.167970;1.168020;0
20180801 010500;1.168000;1.168070;1.167970;1.168000;0
20180801 010600;1.168010;1.168030;1.167950;1.167960;0
20180801 010700;1.167970;1.168020;1.167950;1.168020;0
20180801 010800;1.168010;1.168010;1.167930;1.167950;0
20180801 010900;1.167940;1.167980;1.167930;1.167950;0
20180801 011000;1.167940;1.167950;1.167740;1.167740;0
20180801 011100;1.167740;1.167750;1.167730;1.167740;0
20180801 011200;1.167790;1.167840;1.167770;1.167810;0
20180801 011300;1.167800;1.167840;1.167750;1.167750;0
20180801 011400;1.167740;1.167750;1.167700;1.167740;0
20180801 011500;1.167720;1.167740;1.167700;1.167700;0
20180801 011600;1.167710;1.167750;1.167700;1.167710;0
20180801 011700;1.167720;1.167750;1.167710;1.167710;0
20180801 011800;1.167720;1.167750;1.167710;1.167750;0
20180801 011900;1.167730;1.167850;1.167710;1.167850;0
20180801 012000;1.167890;1.167970;1.167850;1.167930;0
20180801 012100;1.167920;1.168010;1.167900;1.168010;0
20180801 012200;1.168060;1.168070;1.167970;1.168050;0
20180801 012300;1.168060;1.168100;1.168000;1.168040;0
20180801 012400;1.168030;1.168070;1.168010;1.168060;0
20180801 012500;1.168050;1.168090;1.168000;1.168070;0
20180801 012600;1.168070;1.168110;1.168030;1.168110;0
20180801 012700;1.168120;1.168120;1.168120;1.168120;0
20180801 012800;1.168160;1.168170;1.168060;1.168100;0
20180801 012900;1.168090;1.168110;1.167960;1.168010;0
20180801 013000;1.168000;1.168010;1.167900;1.167920;0
20180801 013100;1.167910;1.167910;1.167800;1.167870;0
20180801 013200;1.167890;1.167960;1.167860;1.167910;0
20180801 013300;1.167900;1.167910;1.167750;1.167770;0
20180801 013400;1.167780;1.167850;1.167760;1.167820;0
20180801 013500;1.167840;1.167870;1.167840;1.167860;0
20180801 013600;1.167860;1.167860;1.167740;1.167780;0
20180801 013700;1.167790;1.167800;1.167700;1.167750;0
20180801 013800;1.167760;1.167850;1.167750;1.167810;0
20180801 013900;1.167820;1.167820;1.167760;1.167810;0
20180801 014000;1.167800;1.167850;1.167790;1.167820;0
20180801 014100;1.167840;1.167950;1.167840;1.167860;0
20180801 014200;1.167900;1.167950;1.167870;1.167950;0
